file,title,composer,film,year,genre,director,valence,arousal,familiarity
thebeegeestolovesomebodyglassonionsample1mp3.mp3,To Love Somebody,The Bee Gees,Glass Onion: A Knives Out Mystery,2022.0,Comedy Crime Drama,Rian Johnson,0.0,0.0,not-sure
thebeegeestolovesomebodyglassonionsample1mp3.mp3,To Love Somebody,The Bee Gees,Glass Onion: A Knives Out Mystery,2022.0,Comedy Crime Drama,Rian Johnson,-0.14398,0.11078,not-sure
trentreznorandatticusrosspursuitterrysworldsoulsample1mp3.mp3,Pursuit/Terry's World,"Trent Reznor, Atticus Ross",Soul,2020.0,Animation Adventure Comedy,"Pete Docter, Kemp Powers",0.63602,0.39078,not-sure
aaronburrsirhamiltonsample1mp3.mp3,Aaron Burr Sir,Lin-Manuel Miranda / Cast of Hamilton,Hamilton,2020.0,Biography Drama History Musical,Thomas Kail,0.0,0.0,definitely-familiar
aaronburrsirhamiltonsample1mp3.mp3,Aaron Burr Sir,Lin-Manuel Miranda / Cast of Hamilton,Hamilton,2020.0,Biography Drama History Musical,Thomas Kail,0.85602,0.21578,definitely-familiar
albertoiglesiasclaquetafinalpainandglorysample2mp3.mp3,Claqueta final,Alberto Iglesias,Pain and Glory,2019.0,Drama,Pedro Almodóvar,-0.74703,0.33703,never-heard-this
albertoiglesiasclaquetafinalpainandglorysample2mp3.mp3,Claqueta final,Alberto Iglesias,Pain and Glory,2019.0,Drama,Pedro Almodóvar,0.67797,0.22703,never-heard-this
callingthewhipperinjonnygreenwoodspencersample2mp3.mp3,Calling The Whipper In,Jonny Greenwood,Spencer,2021.0,Biography Drama,Pablo Larraín,0.52797,-0.47797,never-heard-this
callingthewhipperinjonnygreenwoodspencersample2mp3.mp3,Calling The Whipper In,Jonny Greenwood,Spencer,2021.0,Biography Drama,Pablo Larraín,0.36297,-0.33797,never-heard-this
callingthewhipperinjonnygreenwoodspencersample2mp3.mp3,Calling The Whipper In,Jonny Greenwood,Spencer,2021.0,Biography Drama,Pablo Larraín,0.56297,-0.47797,never-heard-this
callingthewhipperinjonnygreenwoodspencersample2mp3.mp3,Calling The Whipper In,Jonny Greenwood,Spencer,2021.0,Biography Drama,Pablo Larraín,-0.86203,-0.33297,never-heard-this
firstkissesludwiggoranssoneverythingeverythingsample2mp3.mp3,First Kisses,Ludwig Göransson,"Everything, Everything",2017.0,Drama Romance,Stella Meghie,-0.73703,0.00203,never-heard-this
firstkissesludwiggoranssoneverythingeverythingsample2mp3.mp3,First Kisses,Ludwig Göransson,"Everything, Everything",2017.0,Drama Romance,Stella Meghie,-0.30703,0.50203,never-heard-this
firstkissesludwiggoranssoneverythingeverythingsample2mp3.mp3,First Kisses,Ludwig Göransson,"Everything, Everything",2017.0,Drama Romance,Stella Meghie,-0.69203,0.45703,never-heard-this
lamitiejeanmichelblaismatthiasmaximesample2mp3.mp3,L'amitié,Jean-Michel Blais,Matthias & Maxime,2020.0,Drama Romance,Xavier Dolan,0.61297,0.18703,never-heard-this
lamitiejeanmichelblaismatthiasmaximesample2mp3.mp3,L'amitié,Jean-Michel Blais,Matthias & Maxime,2020.0,Drama Romance,Xavier Dolan,0.29297,0.56203,never-heard-this
lamitiejeanmichelblaismatthiasmaximesample2mp3.mp3,L'amitié,Jean-Michel Blais,Matthias & Maxime,2020.0,Drama Romance,Xavier Dolan,0.18297,0.72703,never-heard-this
polegnalaetodoratheensembleofthebulgarianrepublicthebansheesofinisherinsample2mp3.mp3,Polegnala E Todora,The Ensemble of the Bulgarian Republic,The Banshees of Inisherin,2022.0,Comedy Drama,Martin McDonagh,-0.07703,0.52203,never-heard-this
polegnalaetodoratheensembleofthebulgarianrepublicthebansheesofinisherinsample2mp3.mp3,Polegnala E Todora,The Ensemble of the Bulgarian Republic,The Banshees of Inisherin,2022.0,Comedy Drama,Martin McDonagh,0.33797,0.52703,never-heard-this
polegnalaetodoratheensembleofthebulgarianrepublicthebansheesofinisherinsample2mp3.mp3,Polegnala E Todora,The Ensemble of the Bulgarian Republic,The Banshees of Inisherin,2022.0,Comedy Drama,Martin McDonagh,-0.07703,0.52203,never-heard-this
skinnyvegetarianboymychaeldannalifeofpisample2mp3.mp3,Skinny Vegetarian Boy,Mychael Danna,Life of Pi,2013.0,Adventure Drama Fantasy,Ang Lee,0.44797,0.54703,never-heard-this
skinnyvegetarianboymychaeldannalifeofpisample2mp3.mp3,Skinny Vegetarian Boy,Mychael Danna,Life of Pi,2013.0,Adventure Drama Fantasy,Ang Lee,0.04797,0.55703,never-heard-this
skinnyvegetarianboymychaeldannalifeofpisample2mp3.mp3,Skinny Vegetarian Boy,Mychael Danna,Life of Pi,2013.0,Adventure Drama Fantasy,Ang Lee,0.15797,0.55703,never-heard-this
skinnyvegetarianboymychaeldannalifeofpisample2mp3.mp3,Skinny Vegetarian Boy,Mychael Danna,Life of Pi,2013.0,Adventure Drama Fantasy,Ang Lee,0.10797,0.71703,never-heard-this
thefourseasonssummeringminorrv315iiiprestoantoniovivaldiportraitofaladyonfiresample1mp3.mp3,"The Four Seasons - Summer in G Minor, RV. 315: III. Presto",Antonio Vivaldi,Portrait of a Lady on Fire,2019.0,Drama Romance,Céline Sciamma,0.82297,0.26703,definitely-familiar
thefourseasonssummeringminorrv315iiiprestoantoniovivaldiportraitofaladyonfiresample1mp3.mp3,"The Four Seasons - Summer in G Minor, RV. 315: III. Presto",Antonio Vivaldi,Portrait of a Lady on Fire,2019.0,Drama Romance,Céline Sciamma,0.72797,0.10203,definitely-familiar
thefourseasonssummeringminorrv315iiiprestoantoniovivaldiportraitofaladyonfiresample1mp3.mp3,"The Four Seasons - Summer in G Minor, RV. 315: III. Presto",Antonio Vivaldi,Portrait of a Lady on Fire,2019.0,Drama Romance,Céline Sciamma,0.82797,0.34703,definitely-familiar
thefourseasonssummeringminorrv315iiiprestoantoniovivaldiportraitofaladyonfiresample1mp3.mp3,"The Four Seasons - Summer in G Minor, RV. 315: III. Presto",Antonio Vivaldi,Portrait of a Lady on Fire,2019.0,Drama Romance,Céline Sciamma,0.83297,0.19203,definitely-familiar
thewingsgustavosantaolallabrokebackmountainsample2mp3.mp3,The Wings,Gustavo Santaolalla,Brokeback Mountain,2006.0,Drama Romance,Ang Lee,0.44797,0.36203,familiar
toystory3lefreakchicsample1mp3.mp3,Le Freak,Chic,Toy Story 3,2010.0,Animation Adventure Comedy,Lee Unkrich,0.0,0.0,definitely-familiar
toystory3lefreakchicsample1mp3.mp3,Le Freak,Chic,Toy Story 3,2010.0,Animation Adventure Comedy,Lee Unkrich,0.90297,0.73703,definitely-familiar
toystory3lefreakchicsample1mp3.mp3,Le Freak,Chic,Toy Story 3,2010.0,Animation Adventure Comedy,Lee Unkrich,0.90297,0.73703,definitely-familiar
acrosstheoceanthomasnewmanelementalsample2mp3.mp3,Across The Ocean,Thomas Newman,Elemental,2023.0,Animation Adventure Comedy,Peter Sohn,0.22648,0.51055,familiar-feeling-not-familiar
acrosstheoceanthomasnewmanelementalsample2mp3.mp3,Across The Ocean,Thomas Newman,Elemental,2023.0,Animation Adventure Comedy,Peter Sohn,0.50148,0.58555,familiar-feeling-not-familiar
acrosstheoceanthomasnewmanelementalsample2mp3.mp3,Across The Ocean,Thomas Newman,Elemental,2023.0,Animation Adventure Comedy,Peter Sohn,0.34148,0.78055,familiar-feeling-not-familiar
acrosstheoceanthomasnewmanelementalsample2mp3.mp3,Across The Ocean,Thomas Newman,Elemental,2023.0,Animation Adventure Comedy,Peter Sohn,0.73148,0.91555,familiar-feeling-not-familiar
acrosstheoceanthomasnewmanelementalsample2mp3.mp3,Across The Ocean,Thomas Newman,Elemental,2023.0,Animation Adventure Comedy,Peter Sohn,0.36148,0.66055,familiar-feeling-not-familiar
creationmicaleviundertheskinsample1mp3.mp3,Creation,Mica Levi,Under The Skin,2013.0,Drama Horror Mystery,Jonathan Glazer,0.70648,-0.35945,familiar-feeling-not-familiar
creationmicaleviundertheskinsample1mp3.mp3,Creation,Mica Levi,Under The Skin,2013.0,Drama Horror Mystery,Jonathan Glazer,0.82648,-0.42945,familiar-feeling-not-familiar
creationmicaleviundertheskinsample1mp3.mp3,Creation,Mica Levi,Under The Skin,2013.0,Drama Horror Mystery,Jonathan Glazer,0.58148,-0.41945,familiar-feeling-not-familiar
creationmicaleviundertheskinsample1mp3.mp3,Creation,Mica Levi,Under The Skin,2013.0,Drama Horror Mystery,Jonathan Glazer,0.94648,-0.74945,familiar-feeling-not-familiar
faretheewelldinkssongoscarisaacmarcusmumfordinsidellewyndavissample1mp3.mp3,Fare Thee Well (Dink's Song),"Oscar Isaac, Marcus Mumford",Inside Llewyn Davis,2013.0,Drama Music,"Ethan Coen, Joel Coen",-0.09352,0.67555,familiar-feeling-not-familiar
faretheewelldinkssongoscarisaacmarcusmumfordinsidellewyndavissample1mp3.mp3,Fare Thee Well (Dink's Song),"Oscar Isaac, Marcus Mumford",Inside Llewyn Davis,2013.0,Drama Music,"Ethan Coen, Joel Coen",0.11148,0.82555,familiar-feeling-not-familiar
faretheewelldinkssongoscarisaacmarcusmumfordinsidellewyndavissample1mp3.mp3,Fare Thee Well (Dink's Song),"Oscar Isaac, Marcus Mumford",Inside Llewyn Davis,2013.0,Drama Music,"Ethan Coen, Joel Coen",0.12648,0.68055,familiar-feeling-not-familiar
johnwilliamsthefabelmanssample2mp3.mp3,The Fabelmans,John Williams,The Fabelmans,2023.0,Drama,Steven Spielberg,-0.66352,-0.61945,not-sure
johnwilliamsthefabelmanssample2mp3.mp3,The Fabelmans,John Williams,The Fabelmans,2023.0,Drama,Steven Spielberg,-0.30852,-0.39445,not-sure
johnwilliamsthefabelmanssample2mp3.mp3,The Fabelmans,John Williams,The Fabelmans,2023.0,Drama,Steven Spielberg,-0.47352,-0.40445,not-sure
lasvisitasalbertoiglesiasparallelmotherssample1mp3.mp3,Las visitas,Alberto Iglesias,Parallel Mothers,2021.0,Drama,Pedro Almodóvar,0.59148,-0.17445,not-sure
lasvisitasalbertoiglesiasparallelmotherssample1mp3.mp3,Las visitas,Alberto Iglesias,Parallel Mothers,2021.0,Drama,Pedro Almodóvar,0.07648,-0.34945,not-sure
lasvisitasalbertoiglesiasparallelmotherssample1mp3.mp3,Las visitas,Alberto Iglesias,Parallel Mothers,2021.0,Drama,Pedro Almodóvar,0.74148,-0.57945,not-sure
mildredgoestowarcarterburwellthreebillboardsoutsideebbingmissourisample2mp3.mp3,Mildred Goes To War,Carter Burwell,"Three Billboards Outside Ebbing, Missouri",2017.0,Comedy Crime Drama,Martin McDonagh,0.47148,0.48055,familiar
mildredgoestowarcarterburwellthreebillboardsoutsideebbingmissourisample2mp3.mp3,Mildred Goes To War,Carter Burwell,"Three Billboards Outside Ebbing, Missouri",2017.0,Comedy Crime Drama,Martin McDonagh,0.56648,0.35555,familiar
mildredgoestowarcarterburwellthreebillboardsoutsideebbingmissourisample2mp3.mp3,Mildred Goes To War,Carter Burwell,"Three Billboards Outside Ebbing, Missouri",2017.0,Comedy Crime Drama,Martin McDonagh,0.58648,0.47055,familiar
mildredgoestowarcarterburwellthreebillboardsoutsideebbingmissourisample2mp3.mp3,Mildred Goes To War,Carter Burwell,"Three Billboards Outside Ebbing, Missouri",2017.0,Comedy Crime Drama,Martin McDonagh,0.76148,0.25555,familiar
shivathemebrahmastrapritamsample1mp3.mp3,Sheva Theme,Pritam Chakraborty,Brahmastra Part One: Shiva,2022.0,Action Adventure Fantasy,Ayan Mukerji,0.72148,0.27555,familiar
shivathemebrahmastrapritamsample1mp3.mp3,Sheva Theme,Pritam Chakraborty,Brahmastra Part One: Shiva,2022.0,Action Adventure Fantasy,Ayan Mukerji,0.84648,0.44555,familiar
shivathemebrahmastrapritamsample1mp3.mp3,Sheva Theme,Pritam Chakraborty,Brahmastra Part One: Shiva,2022.0,Action Adventure Fantasy,Ayan Mukerji,0.87148,0.07055,familiar
tenetrainynightintallinnludwiggoranssonsample2mp3.mp3,RAINY NIGHT IN TALLINN,Ludwig Göransson,Tenet,2020.0,Action Sci-Fi Thriller,Christopher Nolan,0.31648,-0.23445,not-sure
tilikumsthemejeffbealblackfishsample1mp3.mp3,Tilikum's Theme,Jeff Beal,Blackfish,2013.0,Documentary,Gabriela Cowperthwaite,0.43148,-0.17445,not-sure
tilikumsthemejeffbealblackfishsample1mp3.mp3,Tilikum's Theme,Jeff Beal,Blackfish,2013.0,Documentary,Gabriela Cowperthwaite,0.64648,-0.46445,not-sure
tilikumsthemejeffbealblackfishsample1mp3.mp3,Tilikum's Theme,Jeff Beal,Blackfish,2013.0,Documentary,Gabriela Cowperthwaite,0.25648,-0.31945,not-sure
sparkleyournameradwimpssample2mp3.mp3,Sparkle,Radwimps,Your Name.,2016.0,Animation Drama Fantasy,Makoto Shinkai,0.34648,0.63055,definitely-familiar
sparkleyournameradwimpssample2mp3.mp3,Sparkle,Radwimps,Your Name.,2016.0,Animation Drama Fantasy,Makoto Shinkai,0.50648,0.80055,definitely-familiar
sparkleyournameradwimpssample2mp3.mp3,Sparkle,Radwimps,Your Name.,2016.0,Animation Drama Fantasy,Makoto Shinkai,0.10148,0.91555,definitely-familiar
alansilvestriinfinitywarfromavengerssample1mp3.mp3,Infinity War,Alan Silvestri,Avengers: Infinity War,2018.0,Action Adventure Sci-Fi,"Anthony Russo, Joe Russo",0.70333,-0.36813,familiar-feeling-not-familiar
alansilvestriinfinitywarfromavengerssample1mp3.mp3,Infinity War,Alan Silvestri,Avengers: Infinity War,2018.0,Action Adventure Sci-Fi,"Anthony Russo, Joe Russo",0.25333,0.66688,familiar-feeling-not-familiar
alansilvestriinfinitywarfromavengerssample1mp3.mp3,Infinity War,Alan Silvestri,Avengers: Infinity War,2018.0,Action Adventure Sci-Fi,"Anthony Russo, Joe Russo",0.25333,-0.48313,familiar-feeling-not-familiar
djangounchainedluisbacalovdjangosample2mp3.mp3,Django,Luis Bacalov/ Rocky Roberts,Django Unchained,2012.0,Drama Western,Quentin Tarantino,0.33333,0.63688,familiar-feeling-not-familiar
dukeellingtonandhiscottoncluborchestrajubileestomptheartistsample1mp3.mp3,Jubilee Stomp,Duke Ellington,The Artist,2011.0,Comedy Drama Romance,Michel Hazanavicius,0.59333,0.29688,familiar-feeling-not-familiar
dukeellingtonandhiscottoncluborchestrajubileestomptheartistsample1mp3.mp3,Jubilee Stomp,Duke Ellington,The Artist,2011.0,Comedy Drama Romance,Michel Hazanavicius,0.21833,0.61688,familiar-feeling-not-familiar
dukeellingtonandhiscottoncluborchestrajubileestomptheartistsample1mp3.mp3,Jubilee Stomp,Duke Ellington,The Artist,2011.0,Comedy Drama Romance,Michel Hazanavicius,0.39333,0.76188,familiar-feeling-not-familiar
judasandtheblackmessiahtheinflatedtearthecartheclubmarkishamsample2mp3.mp3,"The Inflated Tear - The Car, the Club",Mark Isham,Judas and the Black Messiah,2021.0,Biography Drama History,Shaka King,-0.74167,0.22687,never-heard-this
judasandtheblackmessiahtheinflatedtearthecartheclubmarkishamsample2mp3.mp3,"The Inflated Tear - The Car, the Club",Mark Isham,Judas and the Black Messiah,2021.0,Biography Drama History,Shaka King,-0.44667,0.12187,never-heard-this
maxrichteronthenatureofdaylightshutterislandsample2mp3.mp3,On The Nature Of Daylight,Max Richter,Shutter Island,2010.0,Mystery Thriller,Martin Scorsese,-0.65667,0.38688,familiar-feeling-not-familiar
maxrichteronthenatureofdaylightshutterislandsample2mp3.mp3,On The Nature Of Daylight,Max Richter,Shutter Island,2010.0,Mystery Thriller,Martin Scorsese,-0.53667,0.30688,familiar-feeling-not-familiar
maxrichteronthenatureofdaylightshutterislandsample2mp3.mp3,On The Nature Of Daylight,Max Richter,Shutter Island,2010.0,Mystery Thriller,Martin Scorsese,-0.44167,0.64688,familiar-feeling-not-familiar
maxrichteronthenatureofdaylightshutterislandsample2mp3.mp3,On The Nature Of Daylight,Max Richter,Shutter Island,2010.0,Mystery Thriller,Martin Scorsese,-0.78167,0.22188,familiar-feeling-not-familiar
openinggustavosantaolallabrokebackmountainsample1mp3.mp3,Opening,Gustavo Santaolalla,Brokeback Mountain,2006.0,Drama Romance,Ang Lee,-0.21167,0.28188,familiar-feeling-not-familiar
openinggustavosantaolallabrokebackmountainsample1mp3.mp3,Opening,Gustavo Santaolalla,Brokeback Mountain,2006.0,Drama Romance,Ang Lee,-0.08167,-0.08313,familiar-feeling-not-familiar
sgtpeppershoelacesrandynewmanmarriagestorysample1mp3.mp3,Sgt. Pepper Shoelaces,Randy Newman,Marriage Story,2019.0,Drama Romance,Noah Baumbach,-0.13667,0.39688,never-heard-this
sgtpeppershoelacesrandynewmanmarriagestorysample1mp3.mp3,Sgt. Pepper Shoelaces,Randy Newman,Marriage Story,2019.0,Drama Romance,Noah Baumbach,-0.24667,0.23687,never-heard-this
sgtpeppershoelacesrandynewmanmarriagestorysample1mp3.mp3,Sgt. Pepper Shoelaces,Randy Newman,Marriage Story,2019.0,Drama Romance,Noah Baumbach,-0.06167,0.48687,never-heard-this
spotlighthowardshoresample2mp3.mp3,Spotlight,Howard Shore,Spotlight,2015.0,Biography Crime Drama,Tom McCarthy,-0.31167,0.09688,never-heard-this
spotlighthowardshoresample2mp3.mp3,Spotlight,Howard Shore,Spotlight,2015.0,Biography Crime Drama,Tom McCarthy,-0.39667,-0.06312,never-heard-this
spotlighthowardshoresample2mp3.mp3,Spotlight,Howard Shore,Spotlight,2015.0,Biography Crime Drama,Tom McCarthy,-0.33167,-0.14312,never-heard-this
dunetheonehanszimmersample2mp3.mp3,The One,Hans Zimmer,Dune,2021.0,Action Adventure Drama,Denis Villeneuve,0.0,0.0,familiar-feeling-not-familiar
dunetheonehanszimmersample2mp3.mp3,The One,Hans Zimmer,Dune,2021.0,Action Adventure Drama,Denis Villeneuve,0.41945,0.82195,familiar-feeling-not-familiar
dunetheonehanszimmersample2mp3.mp3,The One,Hans Zimmer,Dune,2021.0,Action Adventure Drama,Denis Villeneuve,0.60945,0.64695,familiar-feeling-not-familiar
dunetheonehanszimmersample2mp3.mp3,The One,Hans Zimmer,Dune,2021.0,Action Adventure Drama,Denis Villeneuve,0.82445,0.23195,familiar-feeling-not-familiar
swimmingandskiinglisagerrardmarcellodefranciscisamsarasample2mp3.mp3,Swimming and Skiing,"Lisa Gerrard, Marcello de Francisci",Samsara,2011.0,Documentary Music,Ron Fricke,0.0,0.0,familiar-feeling-not-familiar
swimmingandskiinglisagerrardmarcellodefranciscisamsarasample2mp3.mp3,Swimming and Skiing,"Lisa Gerrard, Marcello de Francisci",Samsara,2011.0,Documentary Music,Ron Fricke,0.0,0.0,familiar-feeling-not-familiar
swimmingandskiinglisagerrardmarcellodefranciscisamsarasample2mp3.mp3,Swimming and Skiing,"Lisa Gerrard, Marcello de Francisci",Samsara,2011.0,Documentary Music,Ron Fricke,0.0,0.0,familiar-feeling-not-familiar
swimmingandskiinglisagerrardmarcellodefranciscisamsarasample2mp3.mp3,Swimming and Skiing,"Lisa Gerrard, Marcello de Francisci",Samsara,2011.0,Documentary Music,Ron Fricke,0.75945,0.41695,familiar-feeling-not-familiar
swimmingandskiinglisagerrardmarcellodefranciscisamsarasample2mp3.mp3,Swimming and Skiing,"Lisa Gerrard, Marcello de Francisci",Samsara,2011.0,Documentary Music,Ron Fricke,0.75445,0.73195,familiar-feeling-not-familiar
theirishmanrobbierobertsonthemefortheirishmansample2mp3.mp3,Theme For The Irishman,Robbie Robertson,The Irishman,2019.0,Biography Crime Drama,Martin Scorsese,0.0,0.0,familiar-feeling-not-familiar
theirishmanrobbierobertsonthemefortheirishmansample2mp3.mp3,Theme For The Irishman,Robbie Robertson,The Irishman,2019.0,Biography Crime Drama,Martin Scorsese,0.00445,-0.06305,familiar-feeling-not-familiar
theirishmanrobbierobertsonthemefortheirishmansample2mp3.mp3,Theme For The Irishman,Robbie Robertson,The Irishman,2019.0,Biography Crime Drama,Martin Scorsese,-0.26555,-0.79805,familiar-feeling-not-familiar
youknowyourenotasleepstevenpricelastnightinsohosample1mp3.mp3,You Know You're Not Asleep,Steven Price,Last Night in Soho,2021.0,Drama Horror Mystery,Edgar Wright,0.0,0.0,familiar-feeling-not-familiar
youknowyourenotasleepstevenpricelastnightinsohosample1mp3.mp3,You Know You're Not Asleep,Steven Price,Last Night in Soho,2021.0,Drama Horror Mystery,Edgar Wright,0.10945,-0.04305,familiar-feeling-not-familiar
youknowyourenotasleepstevenpricelastnightinsohosample1mp3.mp3,You Know You're Not Asleep,Steven Price,Last Night in Soho,2021.0,Drama Horror Mystery,Edgar Wright,0.59945,-0.36305,familiar-feeling-not-familiar
youknowyourenotasleepstevenpricelastnightinsohosample1mp3.mp3,You Know You're Not Asleep,Steven Price,Last Night in Soho,2021.0,Drama Horror Mystery,Edgar Wright,0.70445,-0.65805,familiar-feeling-not-familiar
youknowyourenotasleepstevenpricelastnightinsohosample1mp3.mp3,You Know You're Not Asleep,Steven Price,Last Night in Soho,2021.0,Drama Horror Mystery,Edgar Wright,0.81445,0.20195,familiar-feeling-not-familiar
albertoiglesiasclaquetafinalpainandglorysample1mp3.mp3,Claqueta final,Alberto Iglesias,Pain and Glory,2019.0,Drama,Pedro Almodóvar,0.36199,0.7325,familiar-feeling-not-familiar
caravandukeellingtonjuantizoljohnwassonwhiplashsample1mp3.mp3,Caravan,John Wasson/ Duke Ellington/ Juan Tizol,Whiplash,2014.0,Drama Music,Damien Chazelle,-0.37301,-0.0025,not-sure
caravandukeellingtonjuantizoljohnwassonwhiplashsample1mp3.mp3,Caravan,John Wasson/ Duke Ellington/ Juan Tizol,Whiplash,2014.0,Drama Music,Damien Chazelle,-0.18301,-0.3725,not-sure
familytripjungjaeilbrokersample1mp3.mp3,Family Trip,Jung Jaeil,Broker,2022.0,Comedy Crime Drama,Hirokazu Koreeda,0.00199,-0.3625,never-heard-this
familytripjungjaeilbrokersample1mp3.mp3,Family Trip,Jung Jaeil,Broker,2022.0,Comedy Crime Drama,Hirokazu Koreeda,-0.53801,-0.5625,never-heard-this
familytripjungjaeilbrokersample1mp3.mp3,Family Trip,Jung Jaeil,Broker,2022.0,Comedy Crime Drama,Hirokazu Koreeda,-0.36801,0.3475,never-heard-this
irememberyouchristopherbeardanielrossenpastlivessample1mp3.mp3,I Remember You,"Christopher Bear, Daniel Rossen",Past Lives,2023.0,Drama Romance,Celine Song,0.56199,0.5525,never-heard-this
irememberyouchristopherbeardanielrossenpastlivessample1mp3.mp3,I Remember You,"Christopher Bear, Daniel Rossen",Past Lives,2023.0,Drama Romance,Celine Song,0.00199,-0.1825,never-heard-this
ludovicoeinaudilowmistvar2day1thefathersample2mp3.mp3,Einaudi: Low Mist Var. 2 (Day 1),Ludovico Einaudi · Federico Mecozzi · Redi Hasa,The Father,2020.0,Drama Mystery,Florian Zeller,-0.03301,-0.0025,never-heard-this
pawelmykietynlovestoryeosample1mp3.mp3,Love Story,Pawel Mykietyn,EO,2022.0,Drama,Jerzy Skolimowski,0.17699,0.1625,never-heard-this
rootofanunfocusborisbermanjohncageshutterislandsample2mp3.mp3,Root of an Unfocus,John Cage/Boris Berman,Shutter Island,2010.0,Mystery Thriller,Martin Scorsese,0.01699,-0.7325,never-heard-this
arrivaljohannjohannssonarrivalsample2mp3.mp3,Arrival,Jóhann Jóhannsson,Arrival,2016.0,Drama Mystery Sci-Fi,Denis Villeneuve,0.0,0.0,familiar-feeling-not-familiar
arrivaljohannjohannssonarrivalsample2mp3.mp3,Arrival,Jóhann Jóhannsson,Arrival,2016.0,Drama Mystery Sci-Fi,Denis Villeneuve,0.0,0.0,familiar-feeling-not-familiar
arrivaljohannjohannssonarrivalsample2mp3.mp3,Arrival,Jóhann Jóhannsson,Arrival,2016.0,Drama Mystery Sci-Fi,Denis Villeneuve,-0.262,0.195,familiar-feeling-not-familiar
dukeellingtonandhiscottoncluborchestrajubileestomptheartistsample1mp3.mp3,Jubilee Stomp,Duke Ellington,The Artist,2011.0,Comedy Drama Romance,Michel Hazanavicius,0.653,0.27,familiar
astoryaboutlettersalfonsogaguilarklaussample1mp3.mp3,A Story About Letters,Alfonso G. Aguilar,Klaus,2019.0,Animation Adventure Comedy,"Sergio Pablos, Carlos Martínez López",0.30581,0.30981,familiar
astoryaboutlettersalfonsogaguilarklaussample1mp3.mp3,A Story About Letters,Alfonso G. Aguilar,Klaus,2019.0,Animation Adventure Comedy,"Sergio Pablos, Carlos Martínez López",0.55681,0.17481,familiar
astoryaboutlettersalfonsogaguilarklaussample1mp3.mp3,A Story About Letters,Alfonso G. Aguilar,Klaus,2019.0,Animation Adventure Comedy,"Sergio Pablos, Carlos Martínez López",0.73181,-0.13019,familiar
